ID;Наименование;МКБ-10;Возрастная категория;Разработчик;Статус одобрения НПС;Дата размещения;Статус применения
626_2;Тазовое предлежание плода;O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2;Взрослые, дети;Российское общество акушеров-гинекологов;Да;23.09.2024;Применяется
456_3;Паническое расстройство;F41.0;Взрослые;"Общественная организация ""Российское общество психиатров""";Да;19.09.2024;Применяется
457_3;Генерализованное тревожное расстройство;F41.1;Взрослые;"Общественная организация ""Российское общество психиатров""";Да;19.09.2024;Применяется
531_4;Гипотиреоз;E03.1, E03.2, E03.3, E03.4, E03.5, E03.8, E03.9, E06.3, E89.0;Взрослые;Российская ассоциация эндокринологов;Да;18.09.2024;Применяется
674_3;Шизофрения;F20.0, F20.1, F20.2, F20.3, F20.5, F20.6, F20.8, F20.9;Дети;"Общественная организация ""Российское общество психиатров""";Да;18.09.2024;Применяется
507_3;Туберкулез у детей;A15, A16, A17, A18, A19;Дети;Российское Общество Фтизиатров, Национальная ассоциация некоммерческих организаций фтизиатров «Ассоциация фтизиатров»;Да;18.09.2024;Применяется
629_2;Конъюнктивиты;H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»";Да;17.09.2024;Применяется
700_3;Сальмонеллез у взрослых ;A02;Взрослые;Национальная ассоциация специалистов по инфекционным болезням имени академика В. И. Покровского (НАСИБ);Да;17.09.2024;Применяется
635_2;Послеоперационный рубец на матке, требующий предоставления медицинской помощи матери во время беременности, родов и в послеродовом периоде ;O34.2, O75.7;Взрослые, дети;Российское общество акушеров-гинекологов;Да;06.09.2024;Применяется
637_2;Преэклампсия. Эклампсия. Отеки, протеинурия и гипертензивные расстройства во время беременности, в родах и послеродовом периоде. ;O10, O10.0, O10.1, O10.2, O10.3, O10.4, O10.9, O11, O12, O12.0, O12.1, O12.2, O13, O14, O14.0, O14.1, O14.2, O14.9, O15, O15.0, O15.2, O15.9, O16;Взрослые, дети;Российское общество акушеров-гинекологов;Да;05.09.2024;Применяется
596_3;Резус-изоиммунизация. Гемолитическая болезнь плода;O36.0, O36.1, P55.0, P55.8, P55.9, P56.0, P56.9;Взрослые, дети;Российское общество акушеров-гинекологов;Да;05.09.2024;Применяется
640_2;Подготовка шейки матки к родам и родовозбуждение;O48, O61, O61.0, O61.1, O61.8, O75.5, O75.6;Взрослые, дети;Российское общество акушеров-гинекологов;Да;05.09.2024;Применяется
636_2;Нормальные роды (роды одноплодные, самопроизвольное родоразрешение в затылочном предлежании);O47.1, O47.9, O80.0, O80.9;Взрослые, дети;Российское общество акушеров-гинекологов;Да;04.09.2024;Применяется
639_2;Роды одноплодные, родоразрешение путем кесарева сечения ;O32.0, O32.2, O32.4, O32.8, O34.0, O34.4, O82, O82.0, O82.1, O82.2, O82.8, O82.9;Взрослые, дети;Российское общество акушеров-гинекологов;Да;03.09.2024;Применяется
638_2;Многоплодная беременность;O30, O30.0, O30.1, O30.2, O30.8, O30.9, O31, O31.0, O31.1, O31.2, O31.8, O32.5, O33.7, O43.0, O63.2, O84, O84.0, O84.1, O84.2, O84.8, O84.9;Взрослые, дети;Российское общество акушеров-гинекологов;Да;03.09.2024;Применяется
671_2;Истмико-цервикальная недостаточность;O34.3;Взрослые, дети;Российское общество акушеров-гинекологов;Да;02.09.2024;Применяется
562_3;Псориаз артропатический. Псориатический артрит;L40.5, M07.0, M07.1, M07.2, M07.3;Взрослые, дети;"Ассоциация ревматологов России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;31.08.2024;Применяется
687_3;Ожоги термические и химические. Ожоги солнечные. Ожоги дыхательных путей.;L55, T20, T21, T22, T23, T24, T25, T27, T29, T30, T31, T32, T95;Взрослые, дети;Медицинская профессиональная некоммерческая организация «Общероссийская общественная организация «Объединение комбустиологов «Мир без ожогов»;Да;31.08.2024;Применяется
678_2;Отморожение. Гипотермия. Другие эффекты воздействия низкой температуры.;T33, T34, T35, T68, T69, T95;Взрослые, дети;Медицинская профессиональная некоммерческая организация «Общероссийская общественная организация «Объединение комбустиологов «Мир без ожогов»;Да;30.08.2024;Применяется
301_3;Депрессивный эпизод, Рекуррентное депрессивное расстройство;F32, F33;Взрослые;"Общественная организация ""Российское общество психиатров""";Да;26.08.2024;Применяется
594_3;Расстройства аутистического спектра;F84.0, F84.1, F84.4, F84.5, F84.8, F84.9;Дети;"Союз педиатров России, Ассоциация психиатров и психологов за научно-обоснованную практику
";Да;26.08.2024;Применяется
397_3;Специфические расстройства личности;F60.0, F60.1, F60.2, F60.3, F60.4, F60.5, F60.6, F60.7, F60.8, F60.9, F61;Взрослые;"Общественная организация ""Российское общество психиатров""";Да;23.08.2024;Применяется
409_3;Наследственная тирозинемия 1 типа;E70.2;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;21.08.2024;Применяется
694_2;Нарушения митохондриального β-окисления жирных кислот  ;E71.3;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»;Да;21.08.2024;Применяется
405_3;Изовалериановая ацидемия/ацидурия;E71.1;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;21.08.2024;Применяется
375_3;Нарушения обмена галактозы (Галактоземия);E74.2;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»;Да;21.08.2024;Применяется
376_3;Нарушения обмена меди (болезнь Вильсона);E83.0;Взрослые, дети;"Союз педиатров России, Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Автономная некоммерческая организация ""Общество детских гастроэнтерологов, гепатологов и нутрициологов"", Ассоциация медицинских генетиков, Российское трансплантологическое общество
";Да;21.08.2024;Применяется
406_3;Глутаровая ацидурия тип 1;E72.3;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков, Национальная ассоциация детских реабилитологов;Да;20.08.2024;Применяется
385_3;Болезнь «кленового сиропа»;E71.0;Взрослые, дети;"Союз педиатров России, Ассоциация медицинских генетиков, Российское трансплантологическое общество
, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов»";Да;20.08.2024;Применяется
96_2;Глаукома первичная открытоугольная;H40.1;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация «Российское общество офтальмологов-глаукоматологов»";Да;17.08.2024;Применяется
631_2;Глаукома первичная закрытоугольная ;H40.2;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация «Российское общество офтальмологов-глаукоматологов»";Да;16.08.2024;Применяется
794_1;Сквозной макулярный разрыв Витреомакулярный тракционный синдром ;H35.3;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""";Да;15.08.2024;Применяется
625_2;Астигматизм;H52.2;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""";Да;15.08.2024;Применяется
114_3;Макулярная дегенерация возрастная;H35.3;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""";Да;15.08.2024;Применяется
116_2;Злокачественные опухоли слюнных желез;C06.9, C07, C08;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";Да;14.08.2024;Применяется
238_2;Саркома Капоши;B21.0, C46.0, C46.1, C46.2, C46.3, C46.7, C46.8, C46.9;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Автономная некоммерческая организация ""Восточно-Европейская группа по изучению сарком""";Да;14.08.2024;Применяется
547_3;Рак яичников / рак маточной трубы / первичный рак брюшины;C48, C56, C57, D39.1, D39.7, D39.9;Взрослые;Ассоциация онкологов России, Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Российское общество специалистов по профилактике и лечению опухолей репродуктивной системы»;Да;14.08.2024;Применяется
475_3;Рак гортани ;C32, D38.0;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";Да;14.08.2024;Применяется
4_2;Рак ротоглотки;C01, C02.4, C05.1, C05.2, C09, C10, D37.0;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";Да;14.08.2024;Применяется
624_2;Анемия при злокачественных новообразованиях;D63.0;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Общероссийская общественная организация «Российское общество клинической онкологии», Российское общество онкогематологов;Да;13.08.2024;Применяется
27_2;Рак гортаноглотки;C12, C13;Взрослые;"Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество специалистов по опухолям головы и шеи"", Общероссийская общественная организация «Российское общество клинической онкологии», Общероссийская общественная организация «Федерация специалистов по лечению заболеваний головы и шеи», Некоммерческая организация ""Ассоциация онкологических организаций Сибири и Дальнего Востока";Да;13.08.2024;Применяется
628_2;Подозрение на глаукому;H40.0;Взрослые;Общероссийская общественная организация «Общество офтальмологов России», Общероссийская общественная организация «Российское общество офтальмологов-глаукоматологов»;Да;09.08.2024;Применяется
793_1;Синдром дефицита Glut1;G40.4;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков, Российская организация диетологов, нутрициологов и специалистов пищевой индустрии;Да;08.08.2024;Применяется
792_1;Локализованный гипертрихоз;L68.2;Взрослые;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;07.08.2024;Применяется
231_2;Буллезный пемфигоид;L12.0;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;07.08.2024;Применяется
196_2;Гнездная алопеция;L63;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;07.08.2024;Применяется
369_2;Пузырчатка;L10;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;07.08.2024;Применяется
575_3;Синдром Сезари;C84.1;Взрослые, дети;"Национальное гематологическое общество, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Российское общество онкогематологов";Да;07.08.2024;Применяется
8_2;Недержание мочи;N39.3, N39.4, N39.8, N39.9, R32;Взрослые;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов"", Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»";Да;07.08.2024;Применяется
183_3;Недостаточность анального сфинктера;K62.8, R15;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";Да;02.08.2024;Применяется
174_3;Ангиодисплазия кишечника;K55.2, K55.3, K55.8;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";Да;02.08.2024;Применяется
182_3;Идиопатический мегаколон;K59.3;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация колопроктологов России""";Да;02.08.2024;Применяется
185_3;Острый парапроктит;K61, K61.0, K61.1, K61.2, K61.3, K61.4;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Общероссийская общественная организация ""Российская ассоциация детских хирургов""";Да;02.08.2024;Применяется
161_2;Психические и поведенческие расстройства,  вызванные употреблением психоактивных веществ Синдром зависимости от психоактивных веществ (кроме алкоголя и никотина);F11.2, F12.2, F13.2, F14.2, F15.2, F16.2, F18.2, F19.2;Взрослые, дети;"Общественная организация ""Российское общество психиатров""";Да;31.07.2024;Применяется
32_2;Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ Синдром отмены психоактивных веществ (абстинентное состояние, вызванное употреблением психоактивных веществ) (кроме алкоголя и никотина);F11.3, F12.3, F13.3, F14.3, F15.3, F16.3, F18.3, F19.3;Взрослые, дети;"Общественная организация ""Российское общество психиатров""";Да;31.07.2024;Применяется
246_3;Экзема ;L30;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;30.07.2024;Применяется
622_5;Сахарный диабет 2 типа у детей;E11.2, E11.3, E11.4, E11.5, E11.6, E11.7, E11.8, E11.9, R73.0;Дети;Российская ассоциация эндокринологов;Да;29.07.2024;Применяется
712_2;Врожденный гипотиреоз у детей;E03.0, E03.1, E07.1, E07.8;Дети;Российская ассоциация эндокринологов;Да;26.07.2024;Применяется
24_2;Другие сфинголипидозы (болезнь Гоше);E75.2;Дети;Союз педиатров России, Национальное общество детских гематологов, онкологов, Ассоциация медицинских генетиков;Да;26.07.2024;Применяется
686_3;Тиреоидиты у детей;E03.8, E06.0, E06.1, E06.3, E06.5, E06.9;Дети;Российская ассоциация эндокринологов;Да;24.07.2024;Применяется
648_2;Преждевременное половое развитие;E22.8, E28.1, E29.0, E30.1, E30.8, E31.1;Дети;Российская ассоциация эндокринологов;Да;24.07.2024;Применяется
229_3;Ожирение у детей;E66.0, E66.1, E66.2, E66.8, E66.9, E67.8;Дети;Российская ассоциация эндокринологов, Общество бариатрических хирургов;Да;23.07.2024;Применяется
699_2;Иммунная тромбоцитопения;D69.3;Дети;Национальное общество детских гематологов, онкологов;Да;22.07.2024;Применяется
661_2;Ранняя анемия недоношенных;P61.2;Дети;Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ );Да;22.07.2024;Применяется
660_2;Врожденная анемия вследствие кровопотери у плода и другие врожденные анемии новорожденных;P61.3, P61.4;Дети;Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ );Да;22.07.2024;Применяется
641_2;Женское бесплодие;N97, N97.0, N97.1, N97.2, N97.3, N97.4, N97.8, N97.9, N98.0, N98.2, N98.3, N98.8, N98.9, Z31.1, Z31.2, Z31.3, Z31.4, Z31.5, Z31.6, Z31.8;Взрослые;"Российское общество акушеров-гинекологов, ООО ""Российская ассоциация репродукции человека (РАРЧ)""";Да;22.07.2024;Применяется
79_2;ВИЧ-инфекция у взрослых;B20, B21, B22, B23, B24, F02.4, R75, Z11.4, Z20.6, Z21, Z71.7, Z83.0;Взрослые;Национальная вирусологическая ассоциация., Московское онкологическое общество;Да;22.07.2024;Применяется
274_3;Запор;K59.0;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация, Межрегиональная Общественная Организация ""Научное сообщество по содействию клиническому изучению микробиома человека""";Да;22.07.2024;Применяется
791_1;Послеродовые инфекционные осложнения;O08.0, O75.3, O85, O86.0, O86.1, O86.4, O86.8, O90.0, O90.1, O90.2, O90.8, O90.9, O91.1, O99.5;Взрослые, дети;"Российское общество акушеров-гинекологов, Корпоративная некоммерческая организация ""Ассоциация анестезиологов – реаниматологов"", Ассоциация акушерских анестезиологов-реаниматологов
";Да;19.07.2024;Применяется
790_1;Дефицит 3-гидрокси-3-метилглутарил-КоА лиазы;E71.1;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;19.07.2024;Применяется
318_2;Болезнь Фабри;E75.2;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;19.07.2024;Применяется
789_1;Недостаточность митохондриальной ацетоацетил-КоА-тиолазы (дефицит бета-кетотиолазы, дефицит Т2);E71.1;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;18.07.2024;Применяется
788_1;Недостаточность 3-метилкротонил-КоА карбоксилазы (3-метилкротонилглицинурия, метилкротонил КоА карбоксилазная недостаточность);E71.1;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;18.07.2024;Применяется
482_2;Классическая фенилкетонурия и другие виды гиперфенилаланинемии;E70.0, E70.1, E70.9;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков, Ассоциация Здоровье детей;Да;18.07.2024;Применяется
670_2;Выкидыш (самопроизвольный аборт);N85.3, N85.7, O02, O02.0, O02.1, O02.8, O02.9, O03, O03.0, O03.1, O03.3, O03.4, O03.5, O03.6, O03.8, O03.9, O05, O05.0, O05.1, O05.3, O05.4, O05.5, O05.6, O05.8, O05.9, O20, O20.0, O20.8, O20.9;Взрослые, дети;Российское общество акушеров-гинекологов;Да;17.07.2024;Применяется
459_2;ВИЧ-инфекция у детей;B20, B21, B22, B23, B24, R75, Z20.6, Z21;Дети;Национальная ассоциация специалистов по профилактике, диагностике и лечению ВИЧ-инфекции;Да;17.07.2024;Применяется
176_2;Болезнь Крона;K50;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация";Да;16.07.2024;Применяется
787_1;Увеиты неинфекционные;H20.0, H20.1, H20.2, H20.8, H20.9, H22.1, H30, H30.0, H30.1, H30.2, H30.8, H30.9, H35.0, H40.4, H43.3, H44.1;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов"", Общероссийская общественная организация «Общество офтальмологов России»";Да;12.07.2024;Применяется
387_3;Другие виды нарушения обмена аминокислот с разветвленной цепью (Метилмалоновая ацидемия /ацидурия);E71.1;Взрослые, дети;Союз педиатров России, Ассоциация медицинских генетиков;Да;12.07.2024;Применяется
6_2;Доброкачественная гиперплазия предстательной железы;N40;Взрослые;"Общероссийская общественная организация ""Российское общество урологов""";Да;12.07.2024;Применяется
204_2;Аногенитальные (венерические) бородавки;A63.0;Взрослые, дети;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Общероссийская общественная организация ""Национальный альянс дерматовенерологов и косметологов""";Да;12.07.2024;Применяется
647_2;Выпадение женских половых органов;N81.0, N81.1, N81.2, N81.3, N81.4, N81.5, N81.6, N81.8, N81.9, N99.3;Взрослые;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""";Да;11.07.2024;Применяется
261_2;Аллергический ринит;J30.1, J30.2, J30.3, J30.4;Взрослые, дети;Российская ассоциация аллергологов и клинических иммунологов, Союз педиатров России, Национальная медицинская ассоциация оториноларингологов;Да;11.07.2024;Применяется
786_1;Урогенитальные свищи ;N32.1, N32.2, N36.0, N82, N82.0, N82.1, N82.9;Взрослые;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество урологов""";Да;10.07.2024;Применяется
708_2;Гастрит и дуоденит;K29, K31.8;Взрослые;"Российская Гастроэнтерологическая Ассоциация, Ассоциация ""Эндоскопическое общество ""РЭндО"", Межрегиональная ассоциация по клинической микробиологии и антимикробной химиотерапии, Межрегиональная Общественная Организация ""Научное сообщество по содействию клиническому изучению микробиома человека""";Да;10.07.2024;Применяется
194_2;Хламидийная инфекция;A56, A74;Взрослые, дети;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Общероссийская общественная организация ""Национальный альянс дерматовенерологов и косметологов""";Да;09.07.2024;Применяется
679_2;Аногенитальная герпетическая вирусная инфекция;A60, A60.0, A60.1, A60.9;Взрослые, дети;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Общероссийская общественная организация ""Национальный альянс дерматовенерологов и косметологов""";Да;09.07.2024;Применяется
218_2;Гонококковая инфекция;A54;Взрослые, дети;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Общероссийская общественная организация ""Национальный альянс дерматовенерологов и косметологов""";Да;09.07.2024;Применяется
197_2;Сифилис;A50, A51, A52, A53;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;09.07.2024;Применяется
216_2;Урогенитальные заболевания, вызванные Mycoplasma genitalium;A63.8;Взрослые, дети;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Общероссийская общественная организация ""Национальный альянс дерматовенерологов и косметологов""";Да;09.07.2024;Применяется
241_3;Урогенитальный трихомониаз;A59;Взрослые, дети;"Российское общество акушеров-гинекологов, Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов"", Общероссийская общественная организация ""Национальный альянс дерматовенерологов и косметологов""";Да;09.07.2024;Применяется
785_1;Искусственный аборт (медицинский аборт) ;O04, O06, O07, O35;Взрослые, дети;Российское общество акушеров-гинекологов;Да;07.06.2024;Применяется
462_2;Острая кишечная непроходимость опухолевой этиологии;K56.6;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Ассоциация онкологов России, Общероссийская общественная организация ""Российское общество хирургов""";Да;06.06.2024;Применяется
377_2;Бронхолегочная дисплазия;P27.1;Дети;Союз педиатров России, Общероссийская общественная организация содействия развитию неонатологии «Российское общество неонатологов», Национальная ассоциация детских реабилитологов, Ассоциация Здоровье детей, Ассоциация специалистов в области перинатальной медицины, оказания помощи беременной женщине и плоду, новорожденному и ребенку в возрасте до 3-х лет (АСПМ ), Российская ассоциация специалистов перинатальной медицины (РАСПМ);Да;05.06.2024;Применяется
613_2;Старческая астения;R54;Взрослые;Общероссийская общественная организация «Российская ассоциация геронтологов и гериатров»;Да;04.06.2024;Применяется
193_2;Язвенный колит;K51;Взрослые;"Общероссийская общественная организация ""Ассоциация колопроктологов России"", Российская Гастроэнтерологическая Ассоциация";Да;29.05.2024;Применяется
784_1;Психические и поведенческие расстройства,  вызванные употреблением алкоголя Синдром отмены алкоголя (алкогольное абстинентное состояние);F10.3;Взрослые, дети;"Общественная организация ""Российское общество психиатров""";Да;20.05.2024;Применяется
783_1;Гиперчувствительный пневмонит;J67, J84.1;Взрослые;Российское респираторное общество;Да;20.03.2024;Применяется
315_4;Отосклероз ;H80;Взрослые, дети;Национальная медицинская ассоциация оториноларингологов;Да;18.03.2024;Применяется
18_2;Болезнь Меньера;H81.0;Взрослые;Национальная медицинская ассоциация оториноларингологов;Да;18.03.2024;Применяется
782_1;Миопическая макулярная дегенерация (Миопическая макулопатия);H44.2;Взрослые;"Общероссийская общественная организация ""Ассоциация врачей-офтальмологов""";Да;18.03.2024;Применяется
609_2;Потеря слуха, вызванная шумом;H83.3, Z57.0;Взрослые;Национальная медицинская ассоциация оториноларингологов, Ассоциация врачей и специалистов медицины труда, Национальная медицинская ассоциация сурдологов;Да;15.03.2024;Применяется
781_1; Периоральный дерматит;L71.0;Взрослые, дети;"Общероссийская общественная организация ""Российское общество дерматовенерологов и косметологов""";Да;11.03.2024;Применяется
780_1;5q-ассоциированная спинальная мышечная атрофия ;G12.0, G12.1;Взрослые;"Некоммерческое Партнерство ""Национальное общество по изучению болезни Паркинсона и расстройств движений"", Ассоциация профессиональных участников хосписной помощи, Общероссийская общественная организация ""Союз реабилитологов России"", Ассоциация медицинских генетиков, РОО «Общество специалистов по нервно-мышечным заболеваниям»
";Да;22.02.2024;Применяется
288_2;Нормальная беременность;Z32, Z33, Z34, Z35, Z36;Взрослые, дети;Российское общество акушеров-гинекологов;Да;15.02.2024;Применяется
779_1;Врожденные и приобретенные аномалии и деформации зубочелюстной системы  и лицевого черепа;K07.0, K07.1, K07.4, Q18;Взрослые;ООО «Общество специалистов в области челюстно-лицевой хирургии»;Да;29.12.2023;Применяется
137_2;Лимфома маргинальной зоны;C83.0;Взрослые;Ассоциация онкологов России, Национальное гематологическое общество, Российское общество онкогематологов;Да;20.12.2023;Применяется
778_1;Скелетно-мышечные (неспецифические) боли в нижней части спины;M54.5;Взрослые;Межрегиональная общественная организация «Общество по изучению боли»;Да;07.12.2023;Применяется
777_1;Дискогенная пояснично-крестцовая радикулопатия;G55.1, M51.1;Взрослые;Межрегиональная общественная организация «Общество по изучению боли»;Да;07.12.2023;Применяется
